CodigoProduto;SaldoDisponivel;ID Tiny;Preço padrão
2.02.01.004.98;0;913855037;0.0
2.02.01.005.99;0;913855044;0.0
2.02.01.006.01;0;913854911;0.0
2.02.01.007.10;0;913855034;0.0
2.02.01.008.01;0;913855064;0.0
2.02.01.009.07;0;913855066;0.0
2.02.01.010.01;0;913855073;0.0
2.05.01.09.05;0;913855049;0.0
2.05.01.10.01;0;913855052;0.0
2.05.01.11.15;0;913855054;0.0
21.14.50.118.00;195;914224913;160.0
21.14.50.119.00;143;914225233;4000.0
21.14.50.122.00;158;914225902;160.0
21.14.50.123.00;135;914219383;4000.0
21.14.50.125.00;149;914219417;4000.0
21.14.50.1353.06;3;914219475;0.0
21.14.50.1355.07;5;914219503;107.9
21.14.50.1356.18;9;914219524;107.9
22.25.168.01.06;0;914224181;69.9
24.25.49.01.10;272;915288169;139.0
24.25.49.02.10;99;809693750;369.9
24.25.49.03.06;59;915288159;139.0
24.25.49.04.06;112;915288150;369.9
24.25.49.05.00;462;915288123;69.9
24.25.49.06.00;208;915288101;169.9
24.25.49.07.06;1046;915288111;69.9
24.25.49.08.06;501;915288091;169.9
24.25.49.09.00;423;915288079;79.9
24.25.49.10.00;0;915288069;169.9
24.25.49.11.10;0;915287994;249.0
24.25.49.12.06;58;915288016;508.9
24.25.49.13.10;99;915288026;508.9
24.25.49.14.06;501;915287965;229.9
24.25.49.15.10;208;915287984;229.9
24.25.49.16.01;275;915288190;139.0
24.25.49.17.01;75;915288179;369.9
24.25.49.18.11;0;915288141;69.9
24.25.49.19.11;107;915288132;169.9
24.25.49.20.11;0;915288004;229.9
24.25.49.21.01;75;915288036;508.9
3.03.64.01.00;7166;910540527;0.0
3.03.64.02.00;2441;910540523;0.0
3.03.64.03.00;2956;910540531;0.0
3.03.64.04.00;6628;910540535;0.0
3.03.64.05.00;1366;910540539;0.0
3.04.64.01.00;3341;910540543;0.0
3.05.64.01.00;3124;910540547;0.0
6.28.25.170.69;0;915287326;999.0
6.28.25.173.69;0;914218984;350.0
6.28.60.05.115;0;914225731;859.0
6.28.60.07.110;0;914225747;289.9
6.28.60.08.70;0;914225755;289.9
6.28.60.09.114;0;914225778;289.9
6.28.60.10.114;0;914218969;0.0
6.28.60.13.08;1;914215549;319.9
6.28.60.14.72;0;914225798;269.9
6.28.60.15.11;0;914215577;839.0
6.28.60.17.18;0;914225817;899.0
6.28.60.18.70;0;914215605;0.0
6.28.60.20.07;0;914217132;799.0
6.28.60.23.69;2;914219002;959.0
6.28.60.24.113;0;918647680;0.0
6.28.60.25.08;0;918647694;0.0
6.28.60.26.08;0;918647717;0.0
6.30.162.01.06;0;915288269;1599.0
6.30.162.02.08;0;915288560;1799.0
6.30.162.03.11;0;915288551;1799.0
6.30.162.04.18;0;915288277;899.0
6.30.162.05.11;0;915288288;949.9
6.30.162.06.06;6;915287729;1599.0
6.30.162.07.08;2;915287877;1499.0
6.30.162.08.08;0;915288263;1399.0
6.30.162.10.08;3;915287867;3399.0
6.30.166.01.10;0;915288531;2599.0
6.30.166.02.06;0;915288326;1099.0
6.30.166.03.06;0;915288333;1099.0
6.30.166.04.06;0;915288338;1699.0
6.30.36.01.00;9;914967635;0.0
6.67.60.01.113;0;918647645;0.0
6.67.60.02.07;0;918647659;0.0
8.01.01.02.24;0;914217182;0.0
8.01.01.11.27;0;809551157;908.9
8.01.01.12.24;3;809551122;908.9
8.01.01.13.10;28;809551226;359.9
8.01.01.14.11;31;809551195;430.9
8.01.01.15.18;10;809551262;430.9
8.01.01.16.18;2;809551098;908.9
8.01.01.17.10;0;809550470;329.0
8.01.01.18.00;0;914218631;0.0
8.01.01.20.10;0;914220569;281.9
8.01.03.01.07;0;809551361;0.0
8.01.03.02.18;0;809551385;0.0
8.01.03.03.06;3;811356872;354.9
8.01.03.04.01;0;811356972;354.9
8.01.04.01.10;0;809552398;119.9
8.01.04.02.07;0;809552394;143.9
8.01.103.01.10;1;809550291;399.0
8.01.103.02.11;5;809550306;399.0
8.01.103.03.07;2;809550258;399.0
8.01.182.01.10;401;919637887;0.0
8.01.182.02.10;606;919637907;0.0
8.01.23.01.10;2;916808926;0.0
8.01.28.08.06;1;812012464;149.0
8.01.28.10.06;0;809550982;99.0
8.01.28.15.06;1;809550596;279.0
8.01.28.16.06;0;812010976;49.0
8.01.28.17.06;0;812011723;0.0
8.01.28.18.10;0;811356125;589.9
8.01.28.19.00;0;914225477;0.0
8.01.28.20.18;0;914225498;0.0
8.01.28.21.00;0;811356312;589.9
8.01.28.22.07;0;811355649;269.9
8.01.28.23.18;0;811355887;269.9
8.01.28.24.95;31;809551017;589.9
8.01.28.25.00;0;809550664;0.0
8.01.28.26.00;0;809550684;0.0
8.01.28.27.00;0;809550800;0.0
8.01.28.28.00;0;809550870;0.0
8.01.28.30.18;0;809550457;99.0
8.01.28.31.10;8;914225518;349.0
8.01.28.32.10;1;914225538;279.0
8.01.28.33.18;22;915287271;279.0
8.01.28.34.18;0;915287275;99.0
8.01.39.01.06;0;809550530;0.0
8.01.39.02.06;23;809550556;799.0
8.01.39.03.05;0;809550582;799.0
8.01.39.04.06;0;809547566;0.0
8.01.39.05.06;0;809551328;0.0
8.01.39.06.10;0;809551323;0.0
8.01.39.07.00;0;811356399;0.0
8.01.39.08.06;0;914223259;299.0
8.01.39.09.18;0;914223276;299.0
8.01.39.10.07;0;914223297;299.0
8.01.39.11.18;0;914226364;599.0
8.01.39.12.07;17;915287288;539.0
8.01.47.01.07;1;809552192;419.0
8.01.47.02.18;0;809551878;0.0
8.01.47.03.10;0;809550228;1199.0
8.01.47.07.07;0;809552217;0.0
8.01.47.08.18;2;809552263;499.0
8.01.47.09.18;0;809551458;0.0
8.01.53.01.27;0;817775163;0.0
8.01.53.05.00;0;914967767;0.0
8.01.53.07.07;0;914216104;0.0
8.01.54.01.07;0;809550539;0.0
8.01.57.01.07;0;811355530;145.9
8.01.57.02.10;0;914221214;606.9
8.01.57.03.10;0;914219550;299.0
8.01.57.04.07;0;914219560;299.0
8.01.57.05.18;2;914219574;299.0
8.01.70.06.07;0;914225391;299.9
8.01.70.07.18;0;914225403;299.9
8.01.70.12.18;0;809552449;329.9
8.01.70.13.18;3;811355471;349.9
8.01.70.14.10;0;809552489;0.0
8.01.70.15.10;0;809552494;0.0
8.01.70.16.07;0;809552589;0.0
8.01.71.01.07;0;914969133;0.0
8.01.71.02.18;1;914225849;89.0
8.01.71.03.10;0;809551403;1790.0
8.01.71.04.18;1;812010523;89.0
8.01.71.05.07;0;812010512;0.0
8.01.71.06.07;0;809551440;269.0
8.01.71.07.18;7;809551614;1499.0
8.01.71.11.07;0;809552015;0.0
8.01.71.12.18;0;809552060;0.0
8.01.71.13.18;0;809552289;0.0
8.01.71.14.07;0;809552086;0.0
8.01.71.15.10;0;809552311;0.0
8.01.71.16.07;0;809552110;0.0
8.01.71.17.18;0;809552128;0.0
8.01.71.18.18;0;809552161;0.0
8.01.71.19.07;11;809552359;1499.0
8.01.74.01.02;0;809552213;0.0
8.01.74.02.57;0;809552318;919.0
8.01.74.03.10;0;809552338;919.0
8.01.74.04.06;0;809552402;299.0
8.01.74.05.10;0;809552535;539.0
8.01.74.06.18;2;809552558;539.0
8.01.74.07.11;0;809551413;0.0
8.01.74.08.10;0;809550498;0.0
8.01.74.09.10;2;811356569;579.0
8.01.74.10.18;3;811356701;579.0
8.01.74.11.10;4;809552498;579.0
8.01.74.12.07;1;811356764;539.0
8.01.74.13.07;0;809551408;0.0
8.01.74.14.07;3;811356489;579.0
8.01.74.15.07;0;914221919;369.0
8.01.74.16.07;0;914224196;569.0
8.01.74.17.10;0;914225868;569.0
8.01.74.18.18;0;915287279;599.0
8.01.79.01.06;0;811355645;0.0
8.01.79.02.00;0;811931805;0.0
8.01.79.03.07;0;811355639;0.0
8.01.92.02.07;0;809552011;0.0
8.01.93.01.06;0;809551819;0.0
8.01.93.02.01;0;812012460;0.0
8.01.93.04.07;0;809551846;469.0
8.01.93.05.11;0;809551874;0.0
8.02.01.01.01;0;914221862;209.9
8.02.01.05.00;0;811358306;0.0
8.02.01.71.01;0;811372757;0.0
8.02.02.02.30;0;811357362;499.0
8.02.02.03.01;0;811357524;1599.0
8.02.02.04.01;0;914225252;1999.0
8.02.02.05.01;0;915287298;590.9
8.02.02.06.01;1;914226025;499.0
8.02.02.07.01;0;914969144;0.0
8.02.03.01.01;0;914226015;229.9
8.02.04.70.75;0;811372674;0.0
8.02.161.01.01;0;914221913;1890.0
8.02.18.01.00;0;811933303;0.0
8.02.18.02.00;0;812011791;0.0
8.02.18.03.00;0;811938270;1599.0
8.02.18.04.00;0;811855417;0.0
8.02.23.01.00;1;811358463;499.0
8.02.23.03.01;9;914221089;249.0
8.02.28.01.11;0;809546306;0.0
8.02.68.01.01;0;811357423;499.0
8.02.84.01.01;3;811357754;1079.0
8.03.01.01.27;0;809541971;0.0
8.03.01.02.82;0;809541821;0.0
8.03.01.03.01;0;811361296;0.0
8.03.01.03.18;0;809543860;214.9
8.03.01.04.01;0;809543899;0.0
8.03.01.04.28;0;811361386;0.0
8.03.01.05.18;0;809543821;0.0
8.03.01.07.27;1;809543786;193.9
8.03.01.08.27;0;809543946;363.9
8.03.01.09.01;0;909753326;159.9
8.03.01.10.10;0;909753338;159.9
8.03.01.11.10;0;914287352;135.0
8.03.01.12.01;0;809541093;0.0
8.03.01.12.10;3;914287631;135.0
8.03.02.12.91;0;817773864;0.0
8.03.02.13.27;0;811359777;1499.0
8.03.02.15.107;0;817774570;0.0
8.03.02.17.80;0;817774179;0.0
8.03.02.18.01;0;817774121;0.0
8.03.02.21.01;0;811359550;1499.0
8.03.02.22.80;0;811359641;1499.0
8.03.02.23.01;0;914226037;1301.9
8.03.02.24.01;0;811361471;3399.0
8.03.02.25.01;0;811360108;0.0
8.03.02.26.10;0;811361556;0.0
8.03.02.27.10;0;811359848;1499.0
8.03.02.28.01;0;811362333;499.0
8.03.02.29.10;1;811362264;499.0
8.03.02.30.01;18;914221943;3799.0
8.03.02.31.11;0;914225266;3799.0
8.03.02.32.10;0;909753024;1799.9
8.03.02.33.57;0;909753038;1799.9
8.03.02.34.01;0;915287313;1499.0
8.03.02.47.01;2;811816611;3199.0
8.03.03.15.10;0;811358745;485.9
8.03.03.16.01;0;811358813;485.9
8.03.03.17.01;0;811357817;0.0
8.03.03.18.18;0;811358873;485.9
8.03.03.21.07;0;811358673;0.0
8.03.03.22.07;0;909753020;429.9
8.03.04.02.01;0;811357630;0.0
8.03.04.43.01;0;811358162;204.9
8.03.04.47.07;0;811361597;0.0
8.03.04.48.07;0;811361611;0.0
8.03.04.49.10;0;811361622;0.0
8.03.04.50.01;0;811361654;427.9
8.03.04.51.18;0;811361686;0.0
8.03.04.52.08;3;811361731;535.9
8.03.04.58.10;0;914218452;0.0
8.03.04.59.01;0;811362129;515.9
8.03.04.60.07;0;811361951;515.9
8.03.04.61.18;0;811362212;515.9
8.03.04.62.10;0;811361990;515.9
8.03.04.63.18;0;811362244;0.0
8.03.04.64.07;0;811360612;0.0
8.03.04.65.10;0;811360702;0.0
8.03.04.66.18;0;811360627;0.0
8.03.04.67.01;0;811362178;515.9
8.03.04.68.01;1;915287309;245.0
8.03.125.01.00;0;809541130;0.0
8.03.14.01.00;0;812031532;0.0
8.03.161.01.10;0;914218914;2499.0
8.03.169.01.06;3;914969661;89.0
8.03.169.02.06;0;914969667;89.0
8.03.169.03.06;2;914969687;89.0
8.03.23.03.57;0;809541522;149.0
8.03.23.04.10;0;809541569;149.0
8.03.23.05.01;0;809541604;149.0
8.03.23.06.01;0;811358036;249.0
8.03.23.06.57;0;915288632;191.9
8.03.23.07.10;0;811361237;0.0
8.03.26.01.10;0;811360403;0.0
8.03.28.11.01;0;811359957;0.0
8.03.28.20.01;0;809129030;199.9
8.03.28.23.01;0;811359973;459.9
8.03.28.24.00;0;811360049;0.0
8.03.28.25.01;0;811360085;0.0
8.03.28.26.18;0;811360098;0.0
8.03.28.29.01;0;811360550;429.0
8.03.28.30.68;0;811360568;0.0
8.03.28.31.18;0;811360586;429.0
8.03.39.01.01;0;811358364;0.0
8.03.39.03.01;0;809129054;699.0
8.03.39.04.10;0;811361793;699.0
8.03.39.05.10;0;811361753;699.0
8.03.47.01.10;0;809542905;0.0
